tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delay_days,contract_type,internet_service,online_security,tech_support,churn
55,82.55,4476.92,4,4,22,0,2,0,0,0
45,69.33,3136.97,5,5,8,1,1,0,0,0
71,106.12,7168.14,4,0,3,0,2,0,0,0
9,35.95,331.95,3,1,30,1,0,1,0,1
7,40.62,295.93,2,4,18,0,2,0,0,1
2,72.04,146.86,1,3,14,1,1,1,0,1
51,45.59,2348.94,3,8,17,1,1,1,1,0
40,36.97,1483.76,5,6,24,1,2,0,1,0
58,98.27,5420.92,2,8,22,2,0,1,1,0
35,83.18,2968.08,4,1,1,2,2,1,0,0
41,95.46,3843.77,4,1,9,0,0,0,1,0
9,31.57,297.63,4,2,15,1,1,0,1,0
34,107.5,3475.81,4,4,24,1,2,1,0,0
25,49.36,1286.71,4,8,3,1,0,0,1,0
13,95.63,1254.06,1,6,30,0,0,0,1,1
4,104.08,403.08,2,3,11,0,0,0,0,1
22,48.3,1076.67,4,7,16,1,2,1,1,0
33,117.57,3725.83,4,8,19,1,1,1,0,0
5,33.75,175.39,2,6,16,1,1,1,0,0
36,81.08,2806.83,5,9,22,0,2,0,1,0
40,77.86,3073.06,2,5,27,0,1,1,0,0
11,95.09,1036.58,3,7,10,1,0,1,0,1
58,22.28,1323.74,2,9,26,0,2,1,1,0
18,94.42,1670.05,2,7,13,0,2,1,0,0
70,52.72,3771.68,1,2,29,0,1,0,0,0
57,75.93,4170.78,4,4,18,2,2,0,0,0
46,52.66,2380.39,2,1,0,2,1,1,0,0
3,68.9,215.85,3,3,29,0,2,0,1,1
56,45.91,2521.91,3,0,8,2,1,1,0,0
21,28.8,633.88,4,9,21,1,2,1,0,0
11,77.69,833.42,1,4,4,2,2,1,0,0
42,103.64,4333.72,2,7,28,0,1,0,1,0
28,109.85,2926.5,4,3,25,0,2,1,0,0
52,90.4,4481.89,4,5,24,0,0,0,0,0
54,100.19,5552.94,4,6,17,1,2,1,0,0
46,112.23,5349.34,3,7,9,0,0,1,0,0
66,60.93,3915.05,2,3,20,2,0,0,1,0
7,44.81,307.65,1,3,19,0,0,0,0,1
47,82.68,3734.67,5,1,18,0,2,1,1,0
30,61.32,1849.8,4,8,14,0,0,0,1,0
22,77.17,1688.68,1,4,17,1,0,0,0,0
70,46.07,3070.1,5,9,1,0,2,1,1,0
59,76.05,4476.57,3,5,14,1,2,1,0,0
34,114.35,3902.52,3,1,7,2,2,1,1,0
32,109.47,3642.81,5,7,29,2,0,0,0,0
44,44.81,2007.13,5,4,2,0,1,1,1,0
54,38.55,1991.42,5,2,22,2,1,1,1,0
66,30.37,2058.17,2,8,3,1,0,1,0,0
56,26.94,1464.37,5,9,17,2,1,1,0,0
60,76.78,4663.23,1,8,14,0,0,0,0,0
60,102.63,6144.9,2,7,10,1,1,1,1,0
15,71.26,1109.23,3,0,30,2,0,1,0,0
64,81.22,5187.64,4,9,5,2,2,0,0,0
27,37.12,1030.57,3,1,17,0,2,1,0,0
68,97.72,6928.8,5,7,5,0,0,1,0,0
18,47.68,889.72,4,4,15,0,2,0,1,0
27,63.23,1753.85,1,3,20,1,2,1,1,0
39,101.98,4145.99,5,3,15,2,2,0,1,0
19,67.42,1288.28,5,2,20,0,0,0,1,0
20,118.61,2435.94,4,3,3,2,2,0,0,0
60,97.36,5993.95,3,9,26,2,0,0,1,0
72,83.47,5765.2,2,2,22,1,0,0,1,0
2,46.3,96.15,1,6,9,2,0,1,0,0
62,108.24,6475.03,4,7,23,0,1,1,0,0
7,90.98,652.23,2,5,4,0,1,0,0,1
41,63.41,2687.27,5,6,15,0,1,0,1,0
49,112.39,5662.27,1,2,13,0,2,0,0,0
47,74.78,3544.85,2,9,3,2,2,0,0,0
24,51.42,1187.65,5,1,17,2,2,0,1,0
26,45.4,1213.81,5,2,2,2,0,0,1,0
54,69.54,3608.0,2,5,15,0,0,1,0,0
20,114.86,2282.74,1,9,12,0,1,1,0,0
13,59.12,777.8,3,6,30,2,2,0,0,0
68,108.69,7213.12,3,3,19,2,2,0,1,0
9,41.77,388.15,4,0,28,1,0,0,1,0
39,46.78,1737.82,4,5,14,2,2,1,0,0
19,31.6,627.69,1,8,22,0,1,1,0,0
38,87.35,3400.33,4,2,6,2,0,0,0,0
8,116.65,918.92,3,7,4,0,2,0,1,0
71,60.15,4446.55,3,2,19,2,1,1,1,0
1,37.25,38.7,5,4,28,0,1,1,1,1
24,98.62,2299.18,5,4,3,1,2,0,0,0
56,80.96,4647.0,4,4,19,0,2,0,0,0
7,93.33,665.48,1,2,2,1,1,1,1,0
16,93.83,1430.48,5,6,29,0,1,0,1,1
44,83.7,3594.47,3,2,24,2,2,0,1,0
11,32.56,373.42,4,1,20,0,1,1,1,0
13,56.32,709.89,1,4,7,0,0,0,0,0
24,67.22,1653.74,5,6,7,2,0,0,1,0
53,90.37,5002.85,2,2,6,2,0,1,0,0
13,68.91,882.27,4,2,12,0,0,0,1,0
9,82.54,752.5,4,3,28,0,2,1,1,1
8,70.91,583.59,5,9,8,0,2,1,1,0
30,106.29,3088.97,4,9,16,1,1,1,0,0
10,117.0,1219.46,4,2,24,0,1,1,1,1
48,90.54,4494.34,3,2,28,1,0,0,1,0
5,104.66,506.73,3,5,12,2,1,1,1,0
6,114.88,708.76,2,3,28,0,1,1,1,1
29,102.28,2965.12,4,0,28,0,0,0,0,0
63,47.05,2836.9,2,9,1,2,1,1,0,0
24,98.21,2247.31,3,2,4,0,0,1,0,0
38,52.78,1911.23,5,1,29,0,1,1,1,0
40,80.06,3242.16,1,6,12,1,0,0,1,0
27,100.47,2639.35,1,6,27,2,0,1,0,0
51,116.23,5962.84,2,1,21,1,2,1,0,0
2,62.79,127.63,1,5,25,1,1,1,0,1
38,92.14,3558.67,5,4,24,2,2,0,1,0
30,88.94,2577.6,3,0,28,0,1,0,0,0
12,98.85,1128.48,1,4,6,1,2,0,0,0
45,94.72,4084.38,4,9,11,2,2,1,1,0
17,58.27,993.62,3,6,8,0,0,0,1,0
20,114.12,2203.35,1,1,15,1,2,1,0,0
70,59.67,4378.34,5,9,19,1,1,0,1,0
24,104.56,2407.12,4,2,9,1,2,1,0,0
47,70.68,3473.74,5,9,2,0,0,1,0,0
24,40.29,961.25,5,5,17,2,1,0,1,0
61,40.64,2565.24,2,5,1,2,2,0,0,0
32,91.33,3053.65,1,0,10,2,2,0,0,0
18,71.31,1239.36,4,6,22,0,2,1,0,0
50,76.87,3690.09,4,3,18,1,1,1,1,0
15,56.87,851.69,3,7,30,0,1,0,1,0
47,83.5,3991.99,3,9,21,0,0,0,0,0
59,59.0,3326.4,4,0,8,0,1,0,0,0
70,30.78,2236.71,5,3,28,2,1,0,1,0
67,97.87,6299.84,3,2,23,2,2,1,1,0
3,35.31,107.45,4,3,9,1,1,1,1,0
19,97.79,1821.26,1,0,14,0,2,1,1,0
15,96.9,1394.89,1,0,15,0,0,1,0,0
43,98.71,4423.67,3,5,4,0,1,0,1,0
65,22.76,1431.86,3,7,10,0,0,1,0,0
59,30.95,1866.32,1,8,24,2,0,0,0,0
22,35.49,779.74,2,1,28,0,0,0,0,1
39,42.78,1738.37,5,4,12,1,0,1,0,0
63,43.91,2695.27,1,5,19,2,1,1,1,0
20,109.69,2217.85,1,0,15,0,1,0,0,0
25,114.75,2850.0,2,5,17,2,1,0,1,0
13,62.06,776.58,5,2,26,1,2,1,0,0
48,47.94,2333.91,3,9,13,2,0,0,1,0
9,80.72,691.92,1,9,22,2,0,0,0,1
4,25.94,107.14,5,6,5,1,1,1,0,0
70,78.4,5653.62,2,5,5,0,1,0,1,0
46,62.83,2787.17,2,3,24,2,2,0,1,0
7,25.17,173.1,3,0,23,1,0,0,0,0
65,39.74,2659.36,4,5,10,0,2,1,1,0
51,118.42,5820.98,5,5,4,1,0,0,1,0
33,37.01,1186.84,1,9,24,1,0,0,0,0
19,70.31,1280.77,4,6,11,1,2,1,1,0
9,116.43,1070.71,1,8,19,1,1,1,0,1
34,34.21,1219.06,5,5,24,0,0,1,1,0
8,111.95,856.18,2,7,9,2,1,0,0,0
72,52.61,3732.34,2,0,1,0,0,1,1,0
68,49.47,3496.05,5,5,6,0,1,0,1,0
38,72.26,2671.93,4,0,3,2,2,1,1,0
21,42.11,857.74,1,8,18,0,0,1,0,0
26,73.42,1958.26,4,8,26,1,0,1,0,0
61,61.53,3744.3,5,1,13,1,0,1,1,0
20,44.01,910.72,3,4,26,0,2,1,1,0
60,108.49,6589.93,1,6,18,1,2,0,1,0
34,26.95,928.26,1,2,29,0,1,0,0,0
28,107.77,3084.05,3,8,27,1,0,1,0,0
11,91.95,1021.14,5,7,10,1,0,1,1,1
67,33.81,2305.49,1,8,25,0,2,0,1,0
45,38.79,1794.18,4,1,21,0,0,0,0,0
41,52.94,2178.73,4,8,6,1,0,1,0,0
63,47.02,2906.26,1,6,0,1,2,0,0,0
53,39.96,2107.2,1,0,6,2,2,1,0,0
31,71.06,2106.64,3,3,1,1,2,0,1,0
17,92.14,1609.26,1,1,9,1,2,1,0,0
13,46.76,635.0,4,2,24,2,1,1,0,0
43,95.9,4031.47,4,8,14,1,1,1,1,0
42,103.93,4572.86,2,3,29,0,1,0,0,0
13,50.0,638.05,2,0,22,0,0,0,0,1
2,71.29,136.52,3,5,7,0,1,0,1,1
38,36.07,1318.52,5,4,10,0,1,1,1,0
5,97.25,462.92,3,4,21,0,1,1,1,0
24,20.44,506.59,2,6,22,0,1,0,0,0
32,62.27,1963.42,1,7,10,0,0,0,0,0
25,95.33,2299.93,4,3,7,2,2,1,1,0
27,42.18,1123.31,3,1,11,2,2,1,0,0
1,110.05,105.52,2,8,7,1,2,0,0,1
54,37.18,1968.55,4,9,18,0,1,1,1,0
30,92.61,2745.79,5,2,23,0,2,0,1,0
6,89.93,547.02,5,5,14,2,1,0,1,1
11,102.9,1139.85,5,3,29,0,0,0,1,1
6,116.67,734.96,1,0,8,2,2,1,1,0
52,119.19,5957.51,5,7,19,0,1,1,0,0
32,110.65,3692.48,5,3,27,1,2,0,0,0
62,24.31,1565.56,5,2,3,2,1,1,1,0
44,87.79,3684.34,3,8,6,1,2,1,0,0
34,70.87,2343.98,2,6,25,1,2,1,1,0
69,32.01,2098.58,3,2,19,1,1,0,1,0
57,44.11,2603.96,4,1,17,1,1,0,1,0
44,24.39,1058.43,4,5,26,0,2,1,1,0
67,94.22,6335.45,3,6,2,0,1,1,1,0
25,32.33,831.94,4,4,3,2,0,1,1,0
36,34.61,1243.33,3,1,19,1,1,0,1,0
8,91.64,725.84,4,6,12,1,2,1,1,0
29,75.14,2183.46,2,2,20,1,2,1,1,0
28,117.61,3243.14,3,5,17,1,0,0,0,0
46,72.83,3282.34,4,7,12,0,2,0,0,0
63,78.88,4993.69,5,8,9,0,1,1,0,0
13,47.49,608.88,5,2,18,1,0,0,0,0
12,24.21,279.12,4,5,24,2,2,0,1,0
57,87.69,4906.83,4,5,12,1,2,0,0,0
55,23.89,1278.21,5,7,10,2,1,0,0,0
21,41.18,862.77,1,0,28,1,0,1,0,0
3,82.14,243.42,1,4,2,0,0,0,1,1
33,49.28,1545.04,4,0,30,0,0,0,0,0
7,49.81,352.39,4,5,22,0,1,1,0,1
60,45.71,2670.9,5,4,19,1,2,1,0,0
39,109.3,4467.85,1,8,2,2,2,1,1,0
21,114.65,2515.28,2,4,5,2,1,0,1,0
12,97.05,1112.34,2,3,22,0,1,0,0,1
7,41.95,302.32,2,2,18,1,0,0,0,1
41,49.8,2048.94,1,5,12,1,1,0,1,0
21,26.04,556.37,1,7,30,0,1,1,1,0
62,100.07,5989.21,5,1,5,1,2,1,1,0
63,37.9,2432.09,2,2,19,1,1,1,1,0
18,83.02,1454.19,3,6,30,2,1,1,1,0
66,90.54,6052.35,5,0,9,2,0,1,0,0
53,91.97,4775.05,2,0,2,2,1,0,0,0
45,115.73,5211.52,1,7,25,2,1,0,1,0
30,92.69,2697.24,1,9,5,1,2,1,1,0
47,53.34,2415.94,5,5,4,0,0,1,0,0
39,78.47,2980.25,2,5,11,1,0,1,0,0
14,37.96,527.18,4,5,4,2,0,0,0,0
58,40.13,2267.72,3,0,20,2,2,1,1,0
50,25.19,1316.48,1,1,6,2,2,1,1,0
65,70.7,4406.08,5,1,25,0,2,0,1,0
67,62.48,4267.7,3,7,12,1,0,1,0,0
68,31.23,2052.54,5,4,27,2,2,1,1,0
24,65.57,1613.15,1,4,16,2,2,0,1,0
59,20.45,1211.86,4,2,29,2,1,0,0,0
20,45.52,869.66,5,4,15,1,0,1,0,0
66,59.52,3804.67,5,8,27,1,0,0,0,0
52,117.04,6330.46,4,0,10,1,2,1,0,0
47,64.47,2950.97,4,6,5,2,2,1,1,0
53,81.66,4535.1,3,8,21,1,1,1,0,0
50,27.67,1337.21,1,1,11,2,1,0,1,0
37,108.59,4111.46,4,1,26,0,0,0,0,0
64,42.37,2716.88,4,9,2,1,0,0,0,0
6,93.14,585.47,5,6,23,1,1,0,0,1
27,45.22,1266.19,3,5,20,2,1,1,0,0
26,23.59,607.95,1,6,15,0,1,0,1,0
45,45.03,1930.25,4,1,30,0,0,0,1,0
41,92.15,3705.1,3,3,28,0,2,0,1,0
39,56.94,2240.39,3,7,4,2,1,0,0,0
5,49.92,241.37,2,4,14,0,1,1,1,0
37,20.97,756.84,2,0,11,1,1,0,0,0
40,48.87,1863.69,1,8,29,2,0,1,1,0
6,41.27,241.67,1,3,2,0,1,0,1,0
64,27.47,1779.87,2,1,2,2,1,0,1,0
25,68.21,1757.88,5,4,8,1,1,0,0,0
37,22.46,859.33,3,1,16,2,1,0,0,0
47,119.81,5687.76,2,9,25,0,0,0,0,0
62,51.96,3079.54,2,7,18,2,0,0,0,0
49,117.31,5783.58,2,7,21,0,0,1,0,0
27,28.3,772.12,5,5,2,2,0,1,0,0
35,79.95,2753.97,1,0,12,1,2,0,1,0
42,76.59,3323.8,4,6,11,0,2,1,0,0
62,75.95,4700.72,1,7,30,1,1,1,0,0
52,72.87,3902.19,3,6,12,0,0,1,0,0
32,40.69,1341.63,5,9,27,0,0,1,1,0
62,78.88,4981.01,1,6,28,2,0,0,1,0
52,20.37,1057.02,3,3,25,2,2,1,0,0
59,53.21,3209.65,5,1,18,2,1,1,0,0
58,51.89,3148.12,1,0,25,1,0,0,0,0
2,48.46,95.02,2,2,30,2,0,1,0,1
68,32.76,2204.94,3,9,8,0,1,0,1,0
19,62.28,1190.58,2,2,9,2,0,1,0,0
32,116.26,3569.04,4,0,21,2,2,0,1,0
60,90.44,5178.67,5,9,29,1,2,1,0,0
29,72.31,2178.73,3,8,30,0,2,0,0,0
67,78.4,5269.08,2,1,0,1,2,1,0,0
35,100.48,3614.6,1,3,17,2,1,1,0,0
51,102.64,5263.34,2,4,16,2,0,1,1,0
10,114.9,1151.09,2,1,28,0,0,0,0,1
55,62.07,3514.18,1,3,23,2,1,0,0,0
66,106.46,6746.4,4,0,14,2,1,1,1,0
34,55.37,1931.14,2,0,30,1,2,0,0,0
44,39.92,1820.25,4,1,10,0,2,1,1,0
63,44.32,2914.83,4,2,29,0,0,0,1,0
38,94.6,3454.32,3,7,9,1,1,0,0,0
38,119.8,4618.88,4,8,9,2,2,0,1,0
43,26.16,1092.16,4,3,11,1,0,0,0,0
42,79.43,3295.29,1,5,13,0,1,1,1,0
21,106.04,2181.91,4,5,25,0,0,1,0,0
38,33.23,1200.57,3,8,30,1,1,1,0,0
15,109.64,1697.92,2,9,7,0,1,1,1,0
7,98.54,707.47,1,3,25,1,0,0,1,1
56,34.46,1935.88,5,6,15,2,0,1,1,0
15,66.26,961.82,4,3,1,0,2,0,0,0
28,56.44,1627.0,1,1,10,2,2,0,0,0
36,103.56,3705.15,4,1,6,2,1,0,1,0
5,27.16,142.59,2,6,14,2,1,0,0,0
14,116.67,1593.27,4,9,28,1,1,0,1,1
43,29.7,1319.14,4,2,7,0,1,1,1,0
16,52.61,811.03,1,5,20,0,1,1,1,0
20,103.95,1996.36,3,3,1,1,2,0,1,0
72,59.23,4170.55,3,2,14,0,0,1,0,0
10,62.56,638.46,3,0,19,1,0,1,1,0
48,94.04,4399.86,4,3,8,0,2,0,0,0
37,119.11,4352.2,2,1,2,0,1,0,0,0
55,70.03,3764.87,4,9,13,1,1,0,0,0
18,44.45,796.9,4,1,10,2,1,1,0,0
50,37.86,1927.0,4,4,30,0,2,1,0,0
55,110.89,6397.94,5,1,12,0,2,1,0,0
29,26.51,778.81,3,1,9,2,2,0,0,0
56,67.7,3884.42,2,4,16,1,2,1,1,0
12,92.35,1153.81,2,2,29,2,2,0,1,0
6,62.94,376.14,1,9,10,0,0,1,0,1
40,41.39,1690.67,2,5,24,1,0,1,1,0
8,45.09,372.57,2,0,5,1,1,0,0,0
62,79.01,4845.03,4,3,30,1,2,0,1,0
46,76.94,3662.76,5,7,18,2,2,1,1,0
71,28.19,2072.45,3,4,29,2,2,0,0,0
21,115.79,2438.03,2,2,11,0,0,0,1,0
34,61.46,2179.61,2,4,8,1,0,1,1,0
5,87.47,416.37,5,4,2,2,2,0,0,0
38,105.72,4103.42,3,3,11,1,1,1,1,0
63,60.74,3747.72,2,6,3,2,2,1,1,0
32,101.2,3152.96,2,4,30,2,1,1,1,0
70,96.53,6497.7,1,4,19,0,0,0,0,0
64,30.41,1851.86,2,9,28,2,0,0,0,0
57,90.17,5047.1,4,9,30,1,2,1,0,0
21,63.37,1277.35,4,2,11,0,0,0,1,0
30,33.08,1010.32,3,7,2,2,1,1,0,0
31,29.65,923.18,4,1,25,0,2,0,1,0
25,53.91,1382.03,1,4,8,1,2,1,0,0
53,104.48,5553.13,4,7,28,0,1,0,0,0
18,83.87,1555.52,5,6,12,2,1,0,1,0
50,103.48,5028.55,5,0,30,0,1,1,1,0
37,60.25,2161.31,1,3,21,1,1,0,1,0
16,113.44,1895.04,2,5,19,2,0,0,0,0
54,99.4,5399.94,3,2,9,2,1,1,0,0
7,60.3,405.04,3,9,12,0,2,1,1,0
67,71.15,4784.73,3,4,12,0,2,0,1,0
68,58.21,4053.56,1,6,29,0,2,0,0,0
19,116.9,2148.93,4,3,8,0,1,0,1,0
14,80.29,1100.93,4,3,21,1,2,0,0,0
16,91.95,1454.11,2,6,15,1,2,0,1,0
62,46.0,2733.91,1,5,25,0,1,1,0,0
68,66.24,4326.41,4,4,3,2,1,1,0,0
35,83.08,2773.93,2,9,3,2,0,1,0,0
28,71.52,1968.59,2,6,16,0,1,1,0,0
59,28.25,1688.0,1,5,16,1,1,0,0,0
55,88.62,4772.12,3,5,12,1,0,1,0,0
3,103.84,304.65,2,5,3,1,2,0,1,1
50,85.7,4269.93,2,5,24,0,1,1,1,0
7,68.34,465.27,4,9,13,1,2,0,0,1
61,103.25,6341.56,5,6,2,2,1,1,0,0
62,115.47,7111.03,3,3,2,0,0,1,0,0
16,55.55,932.54,4,1,22,2,1,0,1,0
32,101.16,3333.45,4,8,9,0,0,1,1,0
68,94.87,6403.0,5,3,25,1,0,1,0,0
64,45.07,2832.11,5,9,5,1,1,1,1,0
20,120.0,2453.97,2,9,18,2,1,1,0,0
46,97.58,4539.83,4,8,20,0,0,0,0,0
2,55.9,106.63,3,9,5,2,0,1,0,0
66,54.37,3505.53,1,2,20,0,2,1,1,0
34,54.29,1786.17,5,2,21,1,1,1,0,0
72,72.77,5381.65,2,3,1,1,1,0,1,0
39,57.94,2235.19,2,4,16,1,0,0,1,0
16,75.25,1167.95,1,2,24,2,2,0,1,0
26,25.44,682.27,2,9,20,1,1,0,0,0
36,37.19,1374.62,5,5,3,0,0,1,1,0
51,70.84,3509.76,1,9,3,0,1,1,1,0
38,78.24,2873.66,3,9,14,0,1,0,1,0
58,102.45,6014.84,4,0,15,2,2,1,1,0
26,82.22,2103.49,4,7,21,2,1,1,0,0
64,52.7,3392.75,5,1,6,0,1,1,1,0
65,37.05,2524.49,3,3,25,2,2,1,0,0
18,44.67,804.03,4,2,18,0,0,0,0,0
60,39.01,2236.58,2,5,23,1,1,1,1,0
61,99.01,5780.38,2,2,5,2,0,1,1,0
19,41.5,771.96,2,5,5,2,1,0,1,0
25,97.49,2513.98,1,7,17,1,1,1,1,0
7,41.9,300.32,4,6,15,0,2,0,0,1
56,82.27,4767.04,4,8,1,0,2,0,0,0
47,71.86,3439.64,4,2,4,1,1,0,0,0
13,41.3,539.43,4,2,1,2,2,0,0,0
70,103.2,7425.07,5,0,21,2,0,0,1,0
65,75.3,5012.56,5,0,8,2,0,0,1,0
15,71.59,1082.1,1,6,10,0,1,1,0,0
13,110.51,1496.6,5,4,26,2,2,0,0,0
49,87.71,4163.53,1,7,27,2,0,0,0,0
69,58.99,3868.56,3,8,16,0,0,0,1,0
60,33.95,2037.54,4,1,11,1,0,1,0,0
40,108.09,4252.14,5,5,19,2,1,1,0,0
59,88.03,4981.2,5,1,19,0,0,0,0,0
34,108.38,3537.75,2,0,10,1,1,1,0,0
58,28.66,1657.44,4,0,30,0,1,1,1,0
29,40.87,1180.77,1,3,6,1,1,1,0,0
21,75.56,1659.32,2,9,22,0,0,1,1,0
43,71.68,3144.06,4,3,20,1,0,0,0,0
44,116.18,5050.65,3,3,22,0,2,1,0,0
26,99.87,2532.42,4,1,2,1,2,0,0,0
42,83.43,3464.59,5,7,14,2,0,0,1,0
61,30.8,1792.79,1,7,14,2,0,0,1,0
40,47.43,1816.98,4,2,20,1,0,0,0,0
42,20.61,823.63,5,3,20,2,1,1,0,0
55,87.76,4904.48,4,2,8,2,0,0,0,0
6,37.88,235.23,2,8,3,0,2,0,1,1
58,76.86,4446.42,5,7,7,2,0,1,1,0
34,85.56,2976.84,1,5,20,0,2,0,0,0
53,85.05,4287.21,3,4,6,0,0,0,0,0
17,58.81,1040.89,3,6,0,2,2,1,0,0
36,40.92,1478.83,3,6,1,1,2,0,0,0
43,25.21,1031.03,2,0,23,0,2,1,1,0
72,37.07,2683.69,3,8,19,0,1,0,0,0
34,57.46,1998.57,5,0,14,1,0,1,1,0
9,93.22,849.51,1,8,11,0,2,1,1,0
36,36.71,1297.52,4,8,30,1,1,0,1,0
54,31.44,1653.22,5,7,6,1,0,1,0,0
35,115.01,3843.77,3,7,19,1,2,0,0,0
69,94.46,6443.32,1,3,0,2,2,0,0,0
24,78.62,1958.38,5,1,7,1,0,1,1,0
33,63.74,2071.29,4,8,2,0,0,0,0,0
30,101.93,3063.36,1,1,29,1,0,1,1,0
65,48.68,3068.3,1,8,4,0,2,0,0,0
42,39.47,1671.99,4,4,10,0,1,0,1,0
4,95.42,387.16,4,7,28,0,0,1,1,1
8,58.73,468.47,4,8,2,2,1,1,0,0
56,28.17,1540.88,4,4,6,2,2,0,0,0
17,45.0,760.86,5,1,27,2,2,0,0,0
6,99.21,582.86,2,4,5,1,0,1,1,0
22,49.98,1096.49,1,4,17,2,0,1,0,0
20,34.22,687.62,5,0,20,2,2,0,0,0
14,64.15,885.19,5,9,23,1,2,0,0,1
64,38.93,2504.2,5,0,23,2,2,0,1,0
11,109.82,1266.97,2,7,29,0,1,1,0,1
47,58.56,2856.48,3,5,28,1,1,0,1,0
35,34.56,1176.92,1,4,21,1,1,0,1,0
48,46.9,2308.67,5,1,9,1,1,1,1,0
48,99.6,4616.83,2,5,0,0,2,0,1,0
33,46.48,1545.58,2,9,29,1,0,0,0,0
45,118.79,5370.38,5,4,20,0,1,1,0,0
47,62.56,2995.14,4,6,23,2,0,0,1,0
38,38.87,1507.23,3,9,25,1,1,0,0,0
31,92.5,2788.2,4,0,17,2,2,0,0,0
65,105.41,6654.0,3,2,8,2,0,1,1,0
50,80.2,4109.6,5,6,13,1,1,1,0,0
25,116.22,2848.57,2,7,15,0,2,0,1,0
30,116.78,3476.14,2,6,15,1,1,1,0,0
20,66.4,1328.07,2,8,29,2,0,0,0,1
65,84.31,5220.3,5,4,7,0,2,1,0,0
60,32.5,1991.62,5,3,0,1,0,0,1,0
31,101.53,3123.63,1,5,13,2,0,1,0,0
44,45.38,1950.02,3,7,23,2,1,1,1,0
41,53.8,2113.86,1,1,11,1,0,0,0,0
59,104.52,5996.86,5,8,0,1,0,1,0,0
40,75.86,2948.28,4,8,3,0,2,1,1,0
14,60.16,822.51,4,2,4,1,1,0,1,0
59,53.5,3289.06,1,1,1,1,2,0,1,0
21,103.34,2278.49,4,5,28,0,0,0,0,1
40,31.07,1191.51,1,3,24,1,0,0,1,0
56,52.81,2837.65,5,8,30,2,0,0,0,0
18,28.03,496.91,2,5,24,2,1,1,0,0
53,51.55,2756.52,4,0,15,1,0,0,0,0
55,43.89,2491.78,4,0,13,1,2,1,1,0
29,98.47,2713.42,2,1,6,0,2,1,0,0
53,46.06,2416.62,1,8,7,1,2,0,1,0
39,110.88,4480.97,1,3,11,1,0,1,0,0
25,100.92,2537.73,4,2,6,1,1,0,0,0
3,109.26,321.45,5,0,3,2,1,1,1,0
41,111.67,4763.64,2,6,28,1,2,1,1,0
58,69.02,4080.26,1,9,20,2,2,1,1,0
24,51.26,1201.77,5,8,15,2,2,0,1,0
20,63.41,1238.35,5,0,21,1,2,0,1,0
21,83.44,1823.9,3,3,4,2,0,1,1,0
45,39.54,1728.91,2,8,10,0,1,1,1,0
64,30.41,1881.35,5,8,13,0,1,0,0,0
55,33.3,1921.77,3,9,1,1,2,1,1,0
29,90.94,2517.15,2,9,17,2,1,1,1,0
55,79.32,4289.07,4,1,16,1,1,0,0,0
27,33.15,855.27,5,2,14,0,2,0,1,0
50,87.93,4391.78,4,2,27,0,1,0,0,0
20,102.92,2030.76,1,6,23,0,0,0,1,1
7,85.44,614.0,3,0,26,2,1,1,0,1
4,46.06,192.19,2,2,28,2,1,0,1,1
43,93.76,3835.25,1,1,26,0,1,1,1,0
9,108.65,972.77,3,7,15,0,0,0,0,1
55,108.93,6222.12,3,1,28,2,1,0,0,0
41,61.45,2418.8,4,6,15,1,0,0,0,0
5,30.09,145.25,3,1,2,0,0,1,0,0
9,84.03,724.56,1,2,5,2,0,1,1,0
34,103.61,3485.83,1,0,2,0,0,0,0,0
21,80.29,1678.88,1,7,20,2,0,1,1,0
64,111.51,7163.81,3,1,18,1,2,0,1,0
9,93.56,854.36,2,2,3,0,1,1,0,0
16,70.11,1109.98,4,7,14,2,0,0,0,0
69,56.07,3938.11,4,9,8,1,2,1,0,0
70,108.25,7782.45,4,5,25,1,1,0,1,0
55,118.56,6526.1,1,2,23,2,0,1,0,0
44,114.42,5003.19,5,7,5,0,0,0,0,0
3,37.97,116.06,1,9,27,2,0,0,0,1
54,75.78,4067.92,4,6,11,0,0,0,1,0
64,98.21,6177.88,4,2,8,1,0,1,0,0
68,86.05,5717.52,4,2,7,1,2,0,0,0
25,50.77,1327.93,3,4,14,2,1,1,0,0
59,87.19,5251.32,2,6,25,0,2,1,1,0
65,36.18,2331.39,4,7,1,0,0,0,1,0
64,73.31,4778.35,5,6,26,1,0,0,1,0
47,44.93,2207.91,5,6,23,0,2,1,1,0
59,84.93,4890.36,1,1,19,2,1,0,0,0
26,101.73,2711.0,4,2,28,0,0,0,0,0
8,21.01,170.55,1,8,13,0,2,0,0,1
8,53.65,425.3,3,7,28,0,0,0,0,1
52,42.34,2289.16,2,1,29,1,2,1,1,0
57,107.23,5890.04,1,9,27,0,1,1,0,0
14,87.74,1281.95,4,1,24,1,1,0,0,0
57,83.31,4743.95,4,4,3,2,1,1,1,0
12,111.38,1350.27,5,3,7,1,1,0,1,0
25,86.4,2168.86,2,4,25,2,2,1,0,0
17,24.69,416.23,3,7,10,2,0,0,1,0
52,22.21,1104.19,3,9,22,0,0,1,1,0
36,113.52,4184.19,5,8,30,0,2,0,0,0
72,61.56,4249.89,5,8,30,0,1,1,0,0
38,75.26,2761.9,5,5,19,1,1,1,1,0
4,72.27,280.33,3,6,16,0,2,0,1,1
